request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_121,633.6,affordable_now,full_payment,2024-03-03:633.6,2024-03-03,none,"You have a USD 1,741.00 balance and must keep at least USD 800.00, leaving enough to cover the requested USD 633.60. Because the safe amount today equals the requested amount, a full payment of USD 633.60 can be made on the earliest date, 2024-03-03, with no spending changes needed."
request_122,20558000.0,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,"You can afford the requested IDR 20,558,000 by paying it in three equal installments of IDR 7,126,773.33 on 2025-08-05, 2025-09-02, and 2025-09-30, which keeps your balance above the required minimum of IDR 12,588,500. This plan meets the affordable_with_plan status and requires no changes to your spending. The earliest full-payment date is 2025-08-05."
request_123,4076000.0,affordable_now,full_payment,2026-01-07:4076000.0,2026-01-07,none,"Your current balance of IDR 63,706,400 exceeds the required minimum of IDR 18,091,200, so you can comfortably make the full payment of IDR 4,076,000. The recommended payment date is 2026-01-07, which is also the earliest date you can pay in full, and no changes to your spending are needed. This payment keeps your remaining balance above the safe amount."
request_124,1498.4,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-07-15,none,"Use the recommended installment plan (2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12). This keeps the EUR 1,600.00 minimum balance protected."
request_125,6468.0,affordable_now,full_payment,2025-11-06:6468.0,2025-11-06,none,"You have ZAR 22,027.97 in your account and must keep at least ZAR 11,300, leaving a safe amount of ZAR 6,468, which matches the requested payment. Because the affordability status is affordable_now, the recommendation is to make a full payment of ZAR 6,468 on the earliest possible date, 2025-11-06, with no spending changes required."
request_126,159600.0,affordable_now,full_payment,2026-07-03:159600.0,2026-07-03,none,"You can make the full payment of INR 159,600 on 2026-07-03 because after this payment your balance will be INR 403,175 − 159,600 = INR 243,575, which is above the required minimum balance of INR 129,700 and meets the safe-amount threshold of INR 159,600. Since the affordability status is affordable_now and no spending changes are needed, the recommended payment method is full_payment."
request_127,13621.75,affordable_later,wait,2024-09-15:23980.0,2024-09-15,none,"Pay ZAR 23,980.00 in full on 2024-09-15. Paying earlier would take the balance below the ZAR 41,000.00 minimum."
request_128,25168.0,affordable_now,full_payment,2025-02-07:25168.0,2025-02-07,none,"You have a current balance of ZAR 80,711.70 and must keep at least ZAR 42,600, leaving a safe amount of ZAR 25,168, which matches the requested payment. Because this amount is affordable now, the recommendation is to make a full payment of ZAR 25,168 on the earliest possible date, 2025-02-07, with no spending changes needed."
request_129,154.54,not_affordable,not_recommended,none,,none,"Your current balance of USD 1,088.00 minus the required minimum of USD 800.00 leaves only USD 288.00 available, which is far below the requested USD 2,668.80, and the safe amount you can spend today is just USD 154.54. Because you cannot meet the requested amount while maintaining the minimum balance, the payment is marked not_affordable and the recommended payment method is not_recommended. No payment plan or earliest full-payment date is available."
request_130,559.97,affordable_with_plan,partial_payment,2024-12-06:559.97|2025-01-15:1418.83,2025-01-15,none,"Pay USD 559.97 today and the remaining USD 1,418.83 on 2025-01-15. This protects the USD 1,400.00 minimum balance."
request_131,1446.16,affordable_with_plan,installments,2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14,2025-05-15,none,"Use the recommended installment plan (2025-05-06:643.14|2025-06-03:643.14|2025-07-01:643.14). This keeps the USD 1,100.00 minimum balance protected."
request_132,365.5,affordable_later,wait,2026-01-15:379.86,2026-01-15,none,"Pay USD 379.86 in full on 2026-01-15. Paying earlier would take the balance below the USD 1,100.00 minimum."
request_133,5432395.72,not_affordable,not_recommended,none,,none,"Your current balance of IDR 36,824,650.00 minus the required minimum balance of IDR 9,986,200.00 leaves only IDR 26,838,450.00 available, which is less than the safe amount of IDR 5,432,395.72 needed to cover the requested payment of IDR 15,770,000.00; therefore the payment is not affordable and the recommended method is not recommended."
request_134,6418355.69,affordable_later,wait,2025-09-15:21831000.0,2025-09-15,none,"Your current balance of IDR 28,020,700 exceeds the minimum required balance of IDR 15,902,500, but after reserving that minimum you only have a safe amount of IDR 6,418,355.69, which is far less than the requested payment of IDR 21,831,000. Therefore the recommendation is to wait and make the full payment on the earliest possible date, 2025-09-15."
request_135,304.8,affordable_now,full_payment,2026-07-06:304.8,2026-07-06,none,"You have a USD 1,041.10 balance and must keep at least USD 500.00, so the USD 304.80 you need to pay is fully affordable today. The recommendation is to make a full payment of USD 304.80 on the earliest possible date, 2026-07-06, and no changes to your spending are required."
request_136,560.4,affordable_now,full_payment,2024-06-03:560.4,2024-06-03,none,"Pay USD 560.40 today. This leaves at least USD 1,100.00 available over the next 90 days."
request_137,36357.58,affordable_with_plan,partial_payment,2025-11-05:36357.58|2025-12-15:43742.42,2025-12-15,none,"You can afford the INR 80,100 request by making a partial payment now, using the safe amount of INR 36,357.58 and covering the remaining INR 43,742.42 on 2025-12-15, which meets the minimum balance requirement of INR 71,800.00. The payment plan therefore consists of INR 36,357.58 on 2025-11-05 and INR 43,742.42 on 2025-12-15, with the earliest full payment date being 2025-12-15. No changes to your spending are needed."
request_138,790.99,affordable_with_plan,partial_payment,2026-04-07:790.99|2026-04-15:465.95,2026-04-15,none,"You can make a partial payment of EUR 790.99 on 2026-04-07 and the remaining EUR 465.95 on 2026-04-15, which keeps your balance above the required minimum of EUR 2,300.00 (your current balance is EUR 3,644.65). This plan uses the safe amount today of EUR 790.99 and ensures the full amount of EUR 1,256.94 is paid by the earliest full-payment date of 2026-04-15."
request_139,2125.84,affordable_with_plan,partial_payment,2024-09-04:2125.84|2024-09-15:190.16,2024-09-15,none,"Pay USD 2,125.84 today and the remaining USD 190.16 on 2024-09-15. This protects the USD 1,500.00 minimum balance."
request_140,2494.67,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the ZAR 21,600.00 minimum protected."
request_141,26178.83,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the INR 67,300.00 minimum protected."
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,"Your current balance of $5,993.85 exceeds the required minimum of $1,700.00, so you can comfortably make the full payment of $1,263.60 on the earliest allowed date of 2024-12-05, with no spending changes needed. This payment is classified as affordable_now, and the recommended method is a full payment on that date."
request_143,3527.55,affordable_later,wait,2025-06-15:12584.0,2025-06-15,none,"Your current balance of ZAR 20,111 exceeds the required minimum of ZAR 11,300, leaving a safe amount of ZAR 3,527.55 after the requested payment of ZAR 12,584, so you can afford the payment but only after the planned date. The recommendation is to wait until the earliest full-payment date of 2025-06-15, when the payment becomes affordable later. No changes to your spending are needed."
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,"Your current balance of USD 1,248.08 comfortably exceeds the required minimum of USD 600.00, so the requested payment of USD 233.34 (the safe amount) is affordable now and can be made in full on 2026-07-04, with no changes to your spending needed."
request_145,57972.1,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-04-15,none,"Because your safe amount today (₹57,972.10) is lower than the requested ₹217,400.00, the plan recommends paying in three installments of ₹75,365.33 on 2024-03-20, 2024-04-20 and 2024-05-21, which keeps your balance above the required minimum (₹155,400.00). The earliest you could finish the full payment is 2024-04-15, and no changes to your spending are needed."
request_146,27847.22,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the INR 108,600.00 minimum protected."
request_147,468.51,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-04-15,none,Use the recommended installment plan (2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63). This keeps the EUR 900.00 minimum balance protected.
request_148,10459.85,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-06-15,none,"You have a balance of ZAR 33,181.08 and must keep at least ZAR 20,000, leaving enough to cover the requested ZAR 22,242.00. Because the safe amount today is ZAR 10,459.85, the recommended approach is to pay in three installments of ZAR 7,710.56 on 2024-06-14, 2024-07-15 and 2024-08-15, with the earliest date for full payment being 2024-06-15. This plan is classified as affordable_with_plan and requires no spending changes."
request_149,25335.99,affordable_with_plan,partial_payment,2025-11-04:25335.99|2025-12-15:11316.01,2025-12-15,none,"Pay ZAR 25,335.99 today and the remaining ZAR 11,316.01 on 2025-12-15. This protects the ZAR 42,100.00 minimum balance."
request_150,335.28,affordable_with_plan,partial_payment,2026-01-06:335.28|2026-01-15:160.82,2026-01-15,none,"You can afford a partial payment of €335.28 today, which keeps your balance above the €700 minimum, and then pay the remaining €160.82 on 2026-01-15. This plan meets the affordable_with_plan status and requires no changes to your spending. The earliest date you could settle the full amount is 2026-01-15."
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000.0,2024-09-03,none,"Your current balance of IDR 83,998,265 exceeds the required minimum of IDR 31,633,600, so you can comfortably make the full payment of IDR 26,999,000 on the earliest possible date, 2024-09-03, without needing any spending adjustments. This payment is marked as affordable_now and matches the safe amount for today. No changes to your spending plan are necessary."
request_152,13185.27,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-02-15,none,"Your current balance of ZAR 28,368.77 exceeds the minimum required balance of ZAR 11,900.00, leaving a safe amount of ZAR 13,185.27, which is enough to cover the requested ZAR 13,882.00 when paid in three equal installments of ZAR 4,812.43 on 2025-02-12, 2025-03-12 and 2025-04-09. Because the plan keeps your balance above the minimum, the recommendation is to use this installment schedule, with the earliest possible full payment date of 2025-02-15."
request_153,191.07,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the USD 1,400.00 minimum protected."
request_154,1625.8,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use the recommended installment plan (2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61). This keeps the EUR 1,300.00 minimum balance protected."
request_155,112500.0,affordable_now,full_payment,2025-05-06:112500.0,2025-05-06,none,"Pay INR 112,500.00 today. This leaves at least INR 56,300.00 available over the next 90 days."
request_156,8472.81,affordable_with_plan,partial_payment,2026-04-03:8472.81|2026-06-15:34603.19,2026-06-15,none,"Your current balance of ZAR 42,105.30 is below the requested ZAR 43,076.00, so you can't pay the full amount today; instead you can safely use the safe amount of ZAR 8,472.81 now and complete the remaining payment of ZAR 34,603.19 on 2026-06-15. This partial-payment plan meets the minimum balance requirement of ZAR 26,900.00 and requires no changes to your spending."
request_157,6212106.7,affordable_later,wait,2024-04-15:23503000.0,2024-04-15,none,"Your current balance of IDR 25,805,950 is above the required minimum of IDR 15,714,100, but after paying the requested amount of IDR 23,503,000 you would fall below the safe amount of IDR 6,212,106.70, so the system advises you to wait. Because the payment is affordable later, the earliest you can make the full payment is on 2024-04-15, as shown in the payment plan. No changes to your spending are needed before that date."
request_158,242600.0,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Your current balance of INR 745,417.10 comfortably exceeds the minimum required balance of INR 131,400.00, so you can afford the requested INR 242,600.00. Because the safe amount for today is also INR 242,600.00, the recommendation is to pay it in three equal installments of INR 84,101.33 on 2025-08-07, 2025-09-04 and 2025-10-02, with the earliest full payment date being 2025-08-07. No changes to your spending are needed."
request_159,13398.0,affordable_now,full_payment,2026-01-04:13398.0,2026-01-04,none,"You can make the full payment of ZAR 13,398.00 on 2026-01-04 because your current balance of ZAR 40,283.20 will still leave you above the required minimum balance of ZAR 8,700.00. The recommendation is to use the full_payment method, and the payment is affordable now with no spending changes needed."
request_160,560.31,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-06-15,none,"Use the recommended installment plan (2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05). This keeps the EUR 1,200.00 minimum balance protected."
request_161,0,not_affordable,not_recommended,none,,none,"Your current balance of IDR 41,308,350 minus the required minimum balance of IDR 23,010,400 leaves only IDR 18,297,950 available, which is less than the requested payment of IDR 21,204,000. Because the amount you can safely spend is insufficient, the payment is not affordable and the recommended method is not_recommended."
request_162,4603254.21,not_affordable,not_recommended,none,,none,"Your current balance of IDR 34,607,300 leaves a safe amount of only IDR 4,603,254.21 after keeping the required minimum balance of IDR 24,161,100, which is far below the requested payment of IDR 83,923,000. Because the amount you need to pay exceeds what you can afford, the recommended payment method is not_recommended and the affordability status is not_affordable."
request_163,13194545.81,affordable_with_plan,partial_payment,2024-09-07:13194545.81|2024-09-15:6109454.19,2024-09-15,none,"Pay IDR 13,194,545.81 today and the remaining IDR 6,109,454.19 on 2024-09-15. This protects the IDR 26,728,700.00 minimum balance."
request_164,27018000.0,affordable_with_plan,installments,2025-02-11:9366240.0|2025-03-11:9366240.0|2025-04-08:9366240.0,2025-02-04,none,"Use the recommended installment plan (2025-02-11:9366240.0|2025-03-11:9366240.0|2025-04-08:9366240.0). This keeps the IDR 29,550,500.00 minimum balance protected."
request_165,80600.0,affordable_now,full_payment,2026-04-06:80600.0,2026-04-06,none,"Pay INR 80,600.00 today. This leaves at least INR 95,000.00 available over the next 90 days."
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Your current balance of $9,001.95 exceeds the required minimum of $1,700.00, so the $2,907.60 you want to spend is safe and affordable when paid in installments. The plan spreads the cost into three equal payments of $1,007.97 on 2024-12-03, 2025-01-03, and 2025-02-03, with the first payment due on 2024-12-03. No changes to your spending are needed."
request_167,43802.0,affordable_now,full_payment,2025-05-05:43802.0,2025-05-05,none,"You can make a full payment of ZAR 43,802 on 2025-05-05 because your current balance of ZAR 105,090.30 will remain above the required minimum of ZAR 31,200 (leaving ZAR 61,288.30 after the payment). The affordability status is affordable_now, and no spending changes are needed."
request_168,42462.3,affordable_with_plan,partial_payment,2026-01-07:42462.3|2026-01-15:6917.7,2026-01-15,none,"You can make a partial payment of INR 42,462.30 today, which keeps your balance above the required minimum of INR 114,400.00, and then pay the remaining INR 6,917.70 on 2026-01-15, completing the full amount by the earliest full-payment date of 2026-01-15. This plan is affordable with your current balance and requires no changes to your spending."
request_169,41976.0,affordable_now,full_payment,2024-03-04:41976.0,2024-03-04,none,"Pay ZAR 41,976.00 today. This leaves at least ZAR 18,700.00 available over the next 90 days."
request_170,31991134.79,affordable_with_plan,partial_payment,2025-08-06:31991134.79|2025-08-15:4944865.21,2025-08-15,none,"Your current balance of IDR 69,446,998.40 exceeds the minimum required balance of IDR 24,715,800.00, but the safe amount you can use today is only IDR 31,991,134.79, which is less than the requested IDR 36,936,000.00; therefore the recommendation is a partial payment plan of IDR 31,991,134.79 on 2025-08-06 and the remaining IDR 4,944,865.21 on 2025-08-15, with the earliest date for full payment being 2025-08-15."
request_171,49.15,not_affordable,not_recommended,none,,none,Do not proceed with this request now. None of the available options keeps the EUR 500.00 minimum protected.
request_172,10200.0,affordable_with_plan,installments,2024-06-05:5304.0|2024-07-03:5304.0,2024-06-05,none,"Use the recommended installment plan (2024-06-05:5304.0|2024-07-03:5304.0). This keeps the ZAR 27,200.00 minimum balance protected."
request_173,74485.94,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-12-15,none,"Use the recommended installment plan (2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33). This keeps the INR 79,100.00 minimum balance protected."
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"You have a balance of EUR 3,266.04 and must keep at least EUR 700.00, leaving enough to cover the requested EUR 1,146.20, which is affordable with a payment plan. The plan splits the amount into three equal installments of EUR 397.35 on 2026-04-04, 2026-05-04, and 2026-06-03, so you can meet the payment without any spending changes."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,"You have a current balance of €4,760.25 and need to keep at least €1,700.00, leaving a safe amount of €2,346.30, which matches the requested payment. Because the safe amount equals the requested amount, the payment is affordable now and can be made in full on 2024-09-06 as planned. No spending changes are required."
request_176,436.82,affordable_later,wait,2025-04-15:1239.7,2025-04-15,none,"Your current balance of €1,286.95 minus the requested €1,239.70 payment would leave only €47.25, which is well below the required minimum balance of €600.00, and the safe amount you can spend today is only €436.82, so the payment is marked affordable_later. The recommendation is to wait and make the full payment on the earliest possible date, 2025-04-15, with no spending changes needed."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,"Pay USD 1,017.60 today. This leaves at least USD 1,300.00 available over the next 90 days."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use the recommended installment plan (2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54). This keeps the EUR 1,400.00 minimum balance protected."
request_179,26390378.89,affordable_later,wait,2025-05-15:41648000.0,2025-05-15,none,"Your current balance is IDR 79,388,050, but you must keep at least IDR 41,430,800, leaving a safe amount of only IDR 26,390,378.89 today, which is less than the requested IDR 41,648,000. Therefore the recommendation is to wait and make the full payment on the earliest possible date, 2025-05-15."
request_180,66500.0,affordable_now,full_payment,2026-07-06:66500.0,2026-07-06,none,"You can make the full payment of INR 66,500 on 2026-07-06 because after paying that amount your balance (INR 134,980 - INR 66,500 = INR 68,480) will remain above the required minimum balance of INR 37,300. The recommendation is therefore full_payment and is marked as affordable_now, with no spending changes needed."
request_181,375.07,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the USD 2,000.00 minimum protected."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714.0,2025-08-05,none,"Pay ZAR 65,714.00 today. This leaves at least ZAR 31,100.00 available over the next 90 days."
request_183,25629061.12,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,"You can afford the purchase because after keeping the required minimum balance (IDR 11,878,300.00) you still have a safe amount of IDR 25,629,061.12, which covers the requested amount of IDR 26,866,000.00 when split into three installments of IDR 9,313,546.67 due on 2026-04-10, 2026-05-10 and 2026-06-09. The earliest you could pay the full amount is 2026-04-15, and no changes to your spending are needed."
request_184,14744.75,not_affordable,not_recommended,none,,none,"Your current balance of INR 163,160 is well below the requested payment of INR 251,900, and making that payment would also breach the required minimum balance of INR 110,800, leaving only the safe amount of INR 14,744.75. Because the payment would not be affordable, the recommended payment method is marked not_recommended, and no payment plan or earliest full-payment date is available."
request_185,503.79,affordable_later,wait,2025-12-15:1257.3,2025-12-15,none,"Your current balance of €2,083.40 is enough to cover the requested €1,257.30, but paying it now would leave you below the safe amount of €503.79 (and close to the minimum balance of €1,300.00). Therefore the recommendation is to wait, as the payment is affordable later, with the earliest full payment date set for 2025-12-15. No spending changes are needed."
request_186,17474.67,affordable_with_plan,partial_payment,2026-01-03:17474.67|2026-01-15:9079.33,2026-01-15,none,"Pay ZAR 17,474.67 today and the remaining ZAR 9,079.33 on 2026-01-15. This protects the ZAR 22,000.00 minimum balance."
request_187,45576.87,affordable_later,wait,2024-10-15:187500.0,2024-10-15,none,"Your current balance of INR 195,735 exceeds the minimum required balance of INR 128,300, but after reserving the safe amount of INR 45,576.87 you do not have enough to cover the requested INR 187,500 payment today. Therefore the recommendation is to wait and make the full payment on the earliest possible date, 2024-10-15. No spending changes are needed in the meantime."
request_188,197.82,not_affordable,not_recommended,none,,none,"Your current balance of €1,485.30 minus the required minimum of €900.00 leaves only €585.30 available, which is far less than the requested €2,464.00; therefore the payment is not affordable and the recommended method is not recommended. Since you do not have a payment plan, an earliest full-payment date or any spending changes, you cannot meet the request today (safe amount €197.82)."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400.00 available over the next 90 days.
request_190,732.29,affordable_later,wait,2025-02-15:2557.5,2025-02-15,none,"You should wait to make the payment because your current balance of €3,155.80 only leaves a safe amount of €732.29 after keeping the required minimum balance of €1,600.00, which is insufficient for the requested €2,557.50 today. The payment is classified as affordable_later, with the earliest date you can pay the full amount being 2025-02-15. No changes to your spending are needed before then."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,"You have a balance of EUR 1,591.06 and must keep at least EUR 500, so the requested EUR 664.40 is fully affordable today (safe amount EUR 664.40) and can be paid in full on 2025-05-03. No changes to your spending are needed, and the payment method full_payment is recommended."
request_192,297.26,affordable_later,wait,2026-06-15:2046.0,2026-06-15,none,"You currently have USD 1,384.80, but after keeping the required minimum balance of USD 1,000.00 only USD 297.26 is safely available, which is less than the requested USD 2,046.00. Therefore the recommendation is to wait and make the full payment on the earliest possible date, 2026-06-15, when it becomes affordable."
request_193,211.39,affordable_with_plan,partial_payment,2024-03-07:211.39|2024-04-15:1000.81,2024-04-15,none,"Pay EUR 211.39 today and the remaining EUR 1,000.81 on 2024-04-15. This protects the EUR 1,000.00 minimum balance."
request_194,40508.58,affordable_later,wait,2025-10-15:132800.0,2025-10-15,none,"Your current balance of INR 208,630 exceeds the minimum required balance of INR 113,600, but after reserving the safe amount of INR 40,508.58 you do not have enough liquid funds to cover the requested INR 132,800 today, so the recommendation is to wait. The payment is classified as affordable_later, with the full amount scheduled for the earliest possible date of 2025-10-15. No changes to your spending are needed before that date."
request_195,989.51,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,Use the recommended installment plan (2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74). This keeps the EUR 700.00 minimum balance protected.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500.00 available over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,"Your current balance of IDR 96,081,218.26 must stay above the required minimum of IDR 26,245,900, leaving no safe amount available today (IDR 0.00), and the request for IDR 50,939,000 is marked as not affordable. Consequently, the payment method is not recommended and no payment plan or earliest full-payment date is provided."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800.0,2026-07-07,none,"Your current balance of INR 395,190 exceeds the required minimum of INR 124,300, leaving enough to cover the requested INR 185,800, so the payment is affordable now. The recommendation is to make a full payment of INR 185,800 on the earliest possible date, 2026-07-07, with no spending changes needed."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use the recommended installment plan (2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67). This keeps the IDR 25,359,500.00 minimum balance protected."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000.0,2025-02-06,none,"You can make the full payment of IDR 21,717,000 on 2025-02-06, which will leave you with a balance of IDR 32,169,150-still above the required minimum of IDR 20,114,600. Because the safe amount today equals the requested amount and the affordability status is affordable_now, no spending changes are needed."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000.0,2026-04-03,none,"You can make the full payment of IDR 23,997,000 on 2026-04-03 because your current balance of IDR 77,973,400 will remain above the required minimum of IDR 17,304,500 after the payment. The safe amount for today matches the requested amount, and the affordability status is affordable_now, so no spending changes are needed."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900.0,2024-12-05,none,"Pay INR 123,900.00 today. This leaves at least INR 147,800.00 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Your current balance of €8,327.38 exceeds the €1,400 minimum, so the €1,442.10 you want to spend is affordable when paid in installments. The plan spreads the cost into three payments of €499.93 on 2025-05-10, 2025-06-07, and 2025-07-05, with the earliest possible full payment date of 2025-05-07, and no changes to your spending are required."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"You have EUR 2,626.28 in your account and need to keep at least EUR 1,300.00, leaving a safe amount of EUR 588.74 that can be paid today. Because this amount matches the requested EUR 588.74, the recommendation is to make a full payment on the earliest possible date, 2026-01-04, and no changes to your spending are required. This payment is classified as affordable now."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000.0,2024-03-06,none,"Pay IDR 10,621,000.00 today. This leaves at least IDR 13,994,300.00 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,Use the recommended installment plan (2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96). This keeps the EUR 900.00 minimum balance protected.
request_207,9190.41,affordable_later,wait,2026-07-15:11830.0,2026-07-15,none,"Pay ZAR 11,830.00 in full on 2026-07-15. Paying earlier would take the balance below the ZAR 13,600.00 minimum."
request_208,3969117.72,affordable_later,wait,2024-06-15:4413000.0,2024-06-15,none,"Your current balance of IDR 16,928,800 exceeds the minimum required balance of IDR 10,470,700, but the requested payment of IDR 4,413,000 is larger than today's safe amount of IDR 3,969,117.72, so the payment is not affordable right now. The recommendation is to wait and make the full payment on the earliest possible date, 2024-06-15, when it becomes affordable. No changes to your spending are needed."
request_209,1724.15,not_affordable,not_recommended,none,,none,"Your current balance of ZAR 27,025.10 is well below the requested amount of ZAR 56,914.00, leaving only a safe amount of ZAR 1,724.15 after meeting the minimum required balance of ZAR 18,400.00, so the payment is marked as not affordable and the recommended payment method is not recommended."
request_210,825.21,affordable_with_plan,partial_payment,2026-04-06:825.21|2026-04-15:534.81,2026-04-15,none,"Your current balance of USD 3,525.32 exceeds the required minimum of USD 2,000.00, so you can cover the requested USD 1,360.02 by making a partial payment of USD 825.21 on 2026-04-06 and the remaining USD 534.81 on 2026-04-15, which is the earliest date you can complete the full payment. No changes to your spending are needed."
request_211,591.04,affordable_later,wait,2024-10-15:1788.6,2024-10-15,none,"Your current balance of EUR 2,727.89 minus the minimum required balance of EUR 1,500.00 leaves a safe amount of EUR 591.04, which is less than the requested EUR 1,788.60, so the payment cannot be made today. The recommendation is to wait until the earliest full-payment date of 2024-10-15, when the amount will be affordable. No spending changes are needed in the meantime."
request_212,10035793.79,not_affordable,not_recommended,none,,none,"Do not proceed with this request now. None of the available options keeps the IDR 29,579,800.00 minimum protected."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"You have a balance of USD 12,051.94 and must keep at least USD 2,100, leaving enough to cover the requested USD 3,362.40 safely; the system therefore recommends paying this amount in three installments of USD 1,165.63 on 2026-01-21, 2026-02-20, and 2026-03-22, which is affordable with the plan and requires no changes to your spending. The earliest you could pay the full amount in one lump sum would be 2026-01-07."
request_214,65273.66,affordable_with_plan,partial_payment,2024-12-04:65273.66|2024-12-15:4476.34,2024-12-15,none,"Pay INR 65,273.66 today and the remaining INR 4,476.34 on 2024-12-15. This protects the INR 174,900.00 minimum balance."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Your current balance of ZAR 93,951.16 comfortably exceeds the required minimum of ZAR 15,700.00, so you can afford the requested ZAR 29,986.00 by paying it in three equal installments of ZAR 10,395.15 on 2025-05-09, 2025-06-06 and 2025-07-04. The earliest you could pay the full amount would be 2025-05-06, and no changes to your spending are needed."
request_216,710.77,affordable_later,wait,2026-08-15:3332.4,2026-08-15,none,"Pay USD 3,332.40 in full on 2026-08-15. Paying earlier would take the balance below the USD 1,800.00 minimum."
request_217,23028.54,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-04-15,none,"Use the recommended installment plan (2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07). This keeps the ZAR 26,800.00 minimum balance protected."
